,Datetime,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2020-10-08 10:24:21.613349,54.1888,303.91083,46.803032,309.75983,47.73902,297.91718,39.36626,319.776,41.37322,289.34073,82.06112,339.30145,86.181816,272.03073,130.86006,359.31738,132.19212,262.76425,178.22273,353.86307,177.64433,258.8048,184.16396,327.34027,184.04893,285.13272,256.61423,323.8261,254.52925,283.6,327.6001,317.9365,326.9804,296.549
2,2020-10-08 10:24:23.003078,50.864357,301.5345,44.21759,305.82394,44.47324,296.90372,39.986988,314.84207,41.192398,287.93927,81.044106,340.7193,83.157555,268.92447,132.47711,352.50833,133.3537,261.96823,180.14745,352.51227,175.30885,257.01974,183.00446,323.68323,185.1017,282.42603,256.6957,319.2558,255.94281,283.69922,327.63257,314.96875,326.66666,307.92157
3,2020-10-08 10:24:25.003443,49.31055,295.91827,43.385437,301.37393,42.36947,291.25494,41.32744,311.80408,40.853966,283.17657,81.85197,334.71417,81.74311,265.78583,132.10785,348.89258,135.92415,256.39053,180.06563,349.50156,182.00171,255.44638,179.91069,322.40335,188.1757,279.60837,258.56165,316.8068,259.92157,294.9804,328.35733,316.91342,328.7133,295.71274
4,2020-10-08 10:24:27.035596,50.63876,301.56473,43.90064,306.14233,44.165398,296.52435,39.836018,315.64136,40.868088,287.09286,80.52035,339.12692,82.04016,269.062,131.55276,351.96378,133.30185,260.46854,178.5868,353.0774,175.66618,256.3644,180.8198,323.29764,184.79002,281.13086,256.64444,318.51022,256.3894,283.28085,327.53802,315.20673,328.549,303.60785
5,2020-10-08 10:24:29.037708,51.26361,299.63538,45.569603,303.81833,44.67505,295.3657,40.29878,312.018,40.029316,287.10736,79.71526,337.67838,80.98928,267.4926,130.91548,351.42554,132.31197,259.47305,178.29369,353.06668,175.65843,255.97952,181.63771,323.11096,185.92789,281.02344,257.01364,318.18396,256.4631,282.25372,327.6058,316.44714,328.15686,301.64706
6,2020-10-08 10:24:31.020211,52.23771,300.14142,45.9713,304.50934,45.87287,295.4561,40.48647,313.7035,41.142254,287.2496,79.737114,338.0596,81.86209,267.93384,131.87648,351.66855,133.43404,260.04526,179.23404,352.34348,176.40884,256.72217,181.84741,322.9227,185.1972,281.25967,256.5453,318.22388,256.22937,282.38242,328.19724,310.45496,330.11765,306.7451
7,2020-10-08 10:24:33.033865,46.238773,356.0418,40.183384,363.00198,39.11342,349.852,40.565067,371.5212,37.757572,340.2108,80.57619,390.6619,83.23998,321.73734,128.47928,406.09076,138.0187,307.07132,181.37303,406.12317,177.24207,303.0557,185.74329,380.3442,186.98274,333.33676,258.33014,375.10962,260.44485,328.14972,325.32306,369.23187,327.451,367.13727
8,2020-10-08 10:24:35.038107,49.66466,430.33743,43.25816,431.83405,43.418434,428.13763,39.575,422.9888,41.588993,423.39877,80.86575,461.41382,86.675385,395.62527,132.43445,475.86087,137.8426,385.74338,176.92622,483.19666,179.0664,384.90646,182.66667,460.47058,184.61377,417.87183,251.35114,467.81467,252.33524,417.86563,326.4487,463.38354,327.12204,419.34937
9,2020-10-08 10:24:37.016209,61.29769,532.4318,54.99669,537.0561,55.764706,528.4706,54.579075,542.60547,55.67783,517.9203,90.92498,558.83844,89.274635,507.43552,137.25201,571.0957,135.81645,501.68832,178.34729,583.1447,178.27063,505.29922,184.42137,558.98737,185.33073,525.2834,254.78493,548.68774,250.22186,513.1758,315.24844,543.73157,318.48703,489.70917
