,Datetime,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2020-10-09 12:48:12.115014,88.30044,365.64285,82.99927,363.24423,83.057014,366.04422,79.68633,341.8198,80.07225,357.81,104.74111,332.16885,107.68627,341.88235,147.39018,336.05005,150.1104,350.15872,182.53763,377.6964,184.27841,380.81976,182.23917,330.30777,185.48901,339.12756,242.6778,339.72772,242.34128,352.61002,300.5683,332.15268,301.4243,333.36758
2,2020-10-09 12:48:14.047168,95.21568,336.47058,90.29241,339.9455,90.44973,332.01376,89.21275,348.58148,89.0996,325.2955,118.02042,361.16843,118.79619,316.9252,155.85281,371.8631,152.78918,303.48712,188.5311,372.17996,185.627,297.5053,186.84949,350.92905,184.72142,323.14203,245.1596,344.91168,245.49521,321.183,294.5059,340.95508,295.39584,320.52362
3,2020-10-09 12:48:16.048490,95.21568,336.07843,90.559555,339.62048,90.840324,331.5557,89.60046,347.9806,89.99191,324.52612,117.485695,361.04724,119.0054,316.67957,153.48843,373.15237,152.7274,302.47748,189.03348,375.51636,183.65623,294.99893,186.50575,350.7717,185.50848,322.71664,245.80876,345.28275,245.02469,320.81766,294.91547,338.88626,295.37372,320.92297
4,2020-10-09 12:48:18.033604,95.21568,336.86273,90.30082,340.9692,90.67959,333.0678,89.6472,348.9175,89.56954,326.06146,117.548004,361.30814,118.60942,317.61,153.36043,373.34174,152.60873,303.31793,188.59552,374.59576,183.76701,295.01797,187.28618,350.92404,185.94296,322.93826,245.3147,345.9841,245.15836,321.05225,294.9749,338.69836,295.57986,320.66153
5,2020-10-09 12:48:20.045836,94.43137,336.47058,90.00423,340.32568,89.968956,332.4481,89.485565,348.7331,89.39351,325.7784,117.59272,361.40558,118.50435,317.1699,153.62083,373.56583,153.0656,303.13956,188.85785,374.73212,184.84708,296.0,187.01056,350.87988,185.38875,322.71164,245.01836,345.41257,244.99881,321.39014,294.62552,340.10812,294.9645,320.8876
6,2020-10-09 12:48:22.026688,94.82353,337.2549,90.08555,341.54803,90.24425,333.63074,89.30547,349.2365,88.98577,326.234,116.89205,361.87994,118.020096,317.61902,152.42253,375.25732,152.3569,305.17444,187.885,376.4789,184.70682,297.68585,187.11894,351.0141,185.31383,323.00995,244.38701,346.29523,242.87631,321.88455,294.88977,341.25528,295.16037,320.8907
7,2020-10-09 12:48:24.008901,90.40565,340.39835,85.58053,344.59793,85.59833,336.04056,86.944534,351.0473,85.67402,328.34854,114.70524,364.4127,117.4902,315.7647,155.1294,376.5402,151.3052,305.31888,191.53107,378.2925,184.77734,300.27563,189.0427,352.35254,186.048,322.78772,245.72478,346.96878,245.52768,319.59302,296.78876,342.62506,299.44043,318.25146
8,2020-10-09 12:48:26.002638,71.33445,334.30157,65.02192,339.05066,66.01342,330.15808,63.57921,348.72653,64.276665,323.63715,97.31577,367.0424,99.92157,307.92157,143.47475,379.5736,144.0,292.9524,188.88983,384.71786,186.91197,288.55386,182.68918,353.89975,183.50931,317.67938,253.93935,350.54413,256.24554,315.58112,316.01184,339.85812,319.7286,321.71133
9,2020-10-09 12:48:28.024119,46.026184,341.40262,40.000023,346.88892,40.542053,334.84055,40.611877,354.3548,43.038765,324.95343,82.051,374.82184,81.56863,307.13727,130.90735,390.4131,132.25986,289.86517,185.73499,394.54303,179.53807,284.7538,177.4018,360.08243,174.04436,317.51593,271.3821,353.10455,267.674,318.59213,338.34067,352.96906,339.5471,320.15488
10,2020-10-09 12:48:30.045108,42.85299,343.22006,37.02419,347.4357,37.53615,338.4604,39.1705,354.6542,41.390488,327.3884,78.552345,377.1613,80.78432,309.09805,127.38954,396.15204,129.50012,291.17142,178.14433,399.59576,177.43613,286.2514,178.35089,361.68436,175.74855,318.43286,271.39252,353.7069,268.50323,319.74097,335.38547,355.8591,338.0312,322.18015
11,2020-10-09 12:48:32.000460,43.916508,345.96948,38.51327,350.08847,38.857143,340.05634,39.241222,357.5491,41.472,327.79034,79.359695,378.23227,80.39216,309.09805,127.319,397.3158,128.12253,290.6558,177.06323,399.68283,176.07257,284.8095,176.89845,361.36298,173.76736,318.9599,271.67795,354.04727,266.56042,319.03137,335.3595,355.3241,337.94128,322.19443
